Program_Type,Mode,Duration,Hours,Subjects,Projects,Tools,Cost,Faculty_Experience,Faculty_Degree,Industry_Background,Company_Background,College_Tier,CGPA,Skill_Before,Skill_After,Placement,Salary,Skill_Improvement,ROI
Basic,Hybrid,5,107,10,7,11,195416,13,BTech,0,Top,3,8.71,0,3,0,12,3,6.140745895934827
DataScience,Offline,32,314,8,9,3,56089,17,PhD,0,Mid,4,8.16,0,2,1,14,2,24.96033090267254
Basic,Online,22,490,5,3,14,25108,3,PhD,0,Startup,4,9.11,0,1,0,4,1,15.931177314003504
FullStack,Offline,20,283,4,1,9,62486,4,BTech,1,Top,1,6.63,1,3,0,24,2,38.408603527190095
Basic,Online,11,442,9,7,1,224763,12,PhD,1,Startup,3,8.05,0,3,0,17,3,7.563522465886289
GenAI,Online,24,491,14,9,7,41021,10,PhD,0,Startup,4,6.6,2,3,1,11,1,26.815533507228004
FullStack,Online,7,98,14,3,10,41173,9,PhD,0,Top,4,8.28,2,1,1,3,-1,7.286328419109611
Basic,Online,26,130,9,2,1,114002,3,BTech,1,Mid,4,8.87,1,2,0,12,1,10.526131120506658
Basic,Offline,10,259,10,1,5,323250,2,BTech,0,Startup,4,5.98,2,3,1,4,1,1.237432327919567
Advanced,Online,17,467,12,1,3,286724,17,PhD,1,Mid,3,7.75,2,3,1,16,1,5.580279292978614
DataScience,Offline,7,425,10,5,1,353336,9,PhD,0,Mid,2,7.06,1,2,1,12,1,3.396200783390314
Basic,Hybrid,27,378,10,3,14,294846,9,MTech,0,Mid,2,7.55,1,3,1,22,2,7.461522286210429
DataScience,Hybrid,12,184,11,4,5,222336,11,BTech,0,Mid,3,8.62,0,2,0,19,2,8.545624640184226
FullStack,Hybrid,5,486,4,4,9,250900,3,MTech,1,Top,4,6.72,1,3,1,15,2,5.978477481068155
DataScience,Online,22,468,8,4,5,166147,14,BTech,0,Mid,3,6.13,1,3,1,24,2,14.445039633577494
Basic,Offline,20,299,9,5,2,327767,4,BTech,1,Top,1,6.89,0,1,0,18,1,5.491705998468424
Basic,Hybrid,27,437,4,6,7,238419,3,BTech,1,Mid,3,8.65,1,1,0,16,0,6.710874552783126
GenAI,Hybrid,7,175,6,6,5,65681,17,PhD,0,Startup,3,6.99,1,3,1,16,2,24.360165040118147
Advanced,Offline,29,214,11,8,4,273690,6,PhD,0,Top,1,8.49,1,1,1,14,0,5.115276407614455
DataScience,Hybrid,28,491,11,1,8,231305,10,BTech,0,Top,2,7.29,1,1,1,8,0,3.458636864745682
DataScience,Hybrid,32,441,14,6,6,69885,2,MTech,0,Startup,2,9.4,1,2,1,19,1,27.187522358159836
Advanced,Online,19,376,6,7,8,93478,8,BTech,1,Startup,3,5.57,0,3,1,13,3,13.907015554462012
DataScience,Hybrid,33,375,11,3,9,387084,11,BTech,0,Top,4,8.55,2,2,1,23,0,5.941862748137355
Advanced,Hybrid,21,335,12,6,14,243848,16,MTech,0,Top,1,7.65,0,1,1,23,1,9.432105245890883
FullStack,Offline,7,344,8,9,6,322334,14,PhD,0,Top,2,7.68,1,2,1,20,1,6.2047441473750835
FullStack,Hybrid,25,216,11,8,3,115286,7,PhD,0,Startup,2,5.09,2,1,0,9,-1,7.806672102423538
DataScience,Hybrid,4,283,9,8,3,26269,14,PhD,0,Startup,3,6.6,0,3,1,19,3,72.32860025124673
GenAI,Online,12,130,11,6,14,199156,19,MTech,1,Mid,2,5.76,2,1,1,6,-1,3.0127136516097934
Basic,Hybrid,6,487,9,2,5,394517,7,MTech,1,Startup,2,9.99,0,1,0,15,1,3.802117525987473
DataScience,Hybrid,7,493,6,3,5,176663,8,PhD,0,Mid,4,9.41,1,2,1,6,1,3.396296904275372
FullStack,Hybrid,35,395,9,4,12,190743,3,BTech,0,Mid,4,8.44,0,1,0,12,1,6.291187618942766
DataScience,Hybrid,3,342,6,6,4,365517,10,MTech,0,Startup,1,8.84,1,1,0,7,0,1.915095604308418
Advanced,Online,22,202,13,5,14,381310,11,MTech,0,Startup,3,9.03,0,1,0,16,1,4.196060947785266
Advanced,Offline,34,370,3,6,3,379857,16,MTech,1,Top,3,6.2,1,3,0,13,2,3.4223405123507007
FullStack,Online,10,160,11,2,11,276794,6,BTech,1,Mid,3,8.42,2,2,1,22,0,7.948149165083058
Basic,Offline,31,166,5,7,9,202386,18,MTech,1,Top,2,6.74,2,2,0,13,0,6.423369205379819
Advanced,Offline,14,76,9,7,8,335945,10,BTech,0,Mid,2,6.71,2,3,0,3,1,0.893003318995669
FullStack,Online,17,336,3,6,3,196090,7,BTech,0,Startup,4,9.75,2,3,0,5,1,2.5498495588760264
GenAI,Hybrid,8,399,4,8,6,273479,4,BTech,1,Startup,2,7.89,2,2,1,5,0,1.828293945787428
FullStack,Offline,26,337,6,3,9,100403,1,BTech,0,Top,4,5.99,1,3,0,12,2,11.951834108542574
FullStack,Hybrid,24,147,4,8,8,83609,9,BTech,0,Top,1,6.73,0,1,0,6,1,7.176260928847373
Basic,Online,4,244,10,5,6,67052,11,PhD,1,Mid,3,5.56,2,1,1,9,-1,13.422418421523593
Basic,Hybrid,24,99,3,3,14,40100,12,BTech,0,Mid,1,6.26,0,3,0,23,3,57.35660847880299
Basic,Online,17,431,6,1,7,34308,12,BTech,1,Top,1,8.11,2,3,1,5,1,14.573860324122654
GenAI,Online,11,426,8,3,2,127200,10,PhD,1,Startup,4,8.75,2,1,1,4,-1,3.144654088050314
Advanced,Offline,14,111,5,9,14,154737,6,BTech,0,Mid,2,6.85,0,1,1,15,1,9.693867659318716
FullStack,Offline,27,324,11,5,13,68764,7,MTech,1,Mid,4,5.91,0,2,1,11,2,15.996742481531033
Basic,Online,15,246,11,8,2,229177,10,MTech,1,Top,1,5.15,2,1,0,20,-1,8.726879224354974
Advanced,Offline,8,471,9,8,2,358145,14,BTech,1,Startup,3,5.7,0,3,1,21,3,5.863546887433861
Advanced,Hybrid,33,367,4,6,13,50299,15,PhD,1,Top,1,7.03,1,1,1,7,0,13.916777669536172
GenAI,Hybrid,31,310,8,2,10,162622,2,PhD,1,Top,4,9.62,0,3,1,4,3,2.4596918006173825
DataScience,Offline,9,282,10,1,2,289959,4,MTech,0,Top,4,6.43,1,3,0,5,2,1.7243817229332423
GenAI,Offline,7,274,11,8,12,369148,8,PhD,0,Mid,2,6.7,0,2,0,11,2,2.9798346462665384
Advanced,Offline,13,397,4,9,13,28193,7,MTech,0,Top,3,5.95,2,2,1,24,0,85.1275139218955
GenAI,Online,17,69,13,4,13,394328,18,PhD,1,Top,3,5.32,1,2,0,12,1,3.043151893854862
Basic,Offline,31,375,9,1,12,78940,7,MTech,1,Startup,1,9.42,2,2,1,14,0,17.7349885989359
Basic,Offline,20,252,11,8,14,397257,10,MTech,1,Startup,3,6.46,2,3,0,18,1,4.531071825040213
GenAI,Offline,20,314,11,7,2,368963,7,MTech,0,Startup,3,5.19,0,2,1,9,2,2.439268978190225
Advanced,Offline,11,364,9,1,2,57097,5,BTech,0,Startup,4,6.99,2,3,1,16,1,28.022488046657443
Basic,Hybrid,30,101,10,2,5,340027,18,MTech,1,Startup,1,8.11,0,3,1,11,3,3.2350372176327173
FullStack,Hybrid,34,414,7,4,3,268945,17,MTech,1,Startup,3,7.62,1,2,1,14,1,5.205525293275577
FullStack,Hybrid,10,491,13,6,1,73306,10,PhD,0,Top,4,9.67,0,3,0,10,3,13.641448176138377
GenAI,Offline,16,287,5,3,13,335569,4,MTech,1,Startup,2,9.97,2,3,1,13,1,3.8740169681943204
Basic,Online,13,86,13,7,4,56827,15,PhD,1,Startup,2,6.12,1,2,0,19,1,33.43481091734562
Advanced,Offline,12,336,8,7,9,332333,7,BTech,0,Top,3,9.29,2,3,1,19,1,5.717157188723359
Advanced,Offline,19,367,8,8,9,373900,13,MTech,1,Mid,1,7.79,2,2,1,14,0,3.744316662209147
Advanced,Offline,26,177,13,9,1,83050,3,PhD,0,Mid,4,5.6,0,3,0,10,3,12.040939193257074
Basic,Online,22,303,13,9,13,334777,15,BTech,1,Mid,1,9.76,2,3,1,9,1,2.6883567270152966
FullStack,Online,14,201,6,2,7,143753,6,MTech,1,Mid,1,8.53,2,2,1,10,0,6.956376562576086
DataScience,Online,31,326,7,1,1,103425,17,MTech,1,Mid,1,9.94,1,1,1,22,0,21.271452743533963
Advanced,Online,27,201,3,8,6,117372,10,MTech,1,Mid,3,7.92,1,3,1,19,2,16.187847186722557
FullStack,Online,10,245,7,2,10,380196,18,BTech,0,Top,2,6.89,2,1,1,19,-1,4.997422382139739
Advanced,Online,14,350,12,8,13,310588,18,PhD,0,Mid,1,8.17,1,2,0,8,1,2.575759527090551
DataScience,Online,12,338,9,9,7,67393,18,PhD,0,Startup,1,9.08,2,2,1,17,0,25.22517175374297
GenAI,Offline,4,459,7,7,1,271613,4,BTech,0,Mid,4,9.55,1,3,1,10,2,3.6817089020039537
GenAI,Online,15,309,3,5,1,179827,7,PhD,1,Mid,2,7.6,2,2,1,22,0,12.233980436753102
GenAI,Online,27,273,13,4,5,365931,15,PhD,1,Mid,3,9.38,0,3,1,18,3,4.918960131828132
Basic,Online,17,450,4,5,13,288736,14,MTech,0,Startup,2,8.32,0,3,1,3,3,1.0390114152720824
GenAI,Offline,10,250,3,9,5,162907,3,BTech,0,Top,2,9.54,2,1,0,10,-1,6.138471643330243
Advanced,Online,35,490,11,9,9,53201,12,BTech,1,Top,2,9.29,0,1,0,15,1,28.194958741377043
DataScience,Offline,25,118,13,4,12,185275,8,BTech,1,Top,1,7.09,1,2,1,12,1,6.4768587235190935
DataScience,Online,13,206,9,6,10,368601,7,BTech,0,Startup,1,6.44,0,2,1,12,2,3.2555527521629077
Basic,Online,16,85,5,9,13,394909,2,MTech,0,Top,3,5.12,2,2,1,16,0,4.051566310213239
DataScience,Offline,18,235,13,4,11,330147,9,BTech,0,Startup,4,9.7,2,2,1,14,0,4.240535276710071
GenAI,Offline,15,135,14,9,8,242421,11,BTech,0,Top,3,5.88,2,3,1,12,1,4.950066207135521
Basic,Offline,14,394,9,4,14,225200,9,BTech,0,Startup,3,6.78,2,2,1,17,0,7.548845470692719
GenAI,Hybrid,34,467,6,4,3,165903,15,BTech,1,Startup,3,9.35,0,2,1,14,2,8.438665967462915
Basic,Hybrid,21,162,14,5,14,393836,6,BTech,1,Mid,1,6.49,2,1,0,10,-1,2.539127961892768
GenAI,Offline,11,105,9,1,6,371828,19,MTech,0,Startup,4,8.67,2,2,1,4,0,1.0757662144862679
Advanced,Online,33,280,7,7,4,176502,14,PhD,1,Top,4,7.41,0,3,0,21,3,11.897882176972498
GenAI,Hybrid,30,143,10,8,9,90775,6,MTech,0,Mid,2,6.28,2,2,0,11,0,12.117873863949326
DataScience,Offline,17,108,9,3,10,175530,13,PhD,1,Mid,3,9.29,2,3,0,7,1,3.987922292485615
FullStack,Hybrid,27,431,4,1,6,48851,16,MTech,1,Top,1,7.14,2,2,1,17,0,34.79969703793167
Basic,Hybrid,28,176,14,6,5,41778,19,PhD,1,Startup,4,6.08,0,2,1,15,2,35.9040643400833
Basic,Hybrid,5,303,8,3,11,213654,12,MTech,0,Top,1,6.28,1,3,0,11,2,5.148511144186394
Basic,Offline,9,434,13,8,10,340608,15,BTech,1,Top,1,8.54,2,2,1,21,0,6.165445321307779
FullStack,Offline,26,154,9,4,2,190935,2,BTech,0,Mid,3,8.54,0,3,0,13,3,6.808599785267237
GenAI,Hybrid,15,418,9,6,7,58218,17,PhD,0,Mid,4,6.17,2,3,1,15,1,25.76522724930434
Basic,Online,35,242,13,9,2,195059,14,MTech,1,Top,3,9.07,0,2,1,5,2,2.5633269933712364
Basic,Online,14,154,4,2,13,223571,9,MTech,1,Top,2,9.64,0,1,1,20,1,8.945704049272937
GenAI,Offline,11,238,5,2,5,49259,19,PhD,0,Mid,4,7.69,2,2,0,8,0,16.240686981059298
FullStack,Hybrid,21,93,4,4,2,380890,16,BTech,0,Mid,3,8.44,0,1,0,9,1,2.3628869227335976
DataScience,Offline,2,368,3,6,6,366506,19,MTech,0,Top,4,5.21,2,3,1,24,1,6.548323901927936
DataScience,Hybrid,19,166,3,1,12,154970,10,BTech,0,Top,3,7.73,1,3,0,21,2,13.551009872878621
Advanced,Hybrid,31,399,9,2,5,123354,16,MTech,1,Startup,4,7.63,0,1,0,18,1,14.592149423610097
Basic,Hybrid,6,209,3,9,5,39192,17,BTech,0,Startup,3,9.18,0,2,0,4,2,10.206164523372117
Basic,Hybrid,4,129,5,6,9,124634,12,PhD,0,Mid,1,9.35,0,2,1,23,2,18.454033409823964
FullStack,Offline,10,366,14,3,14,244461,12,PhD,0,Top,3,5.09,1,3,0,16,2,6.5450112696912806
Advanced,Hybrid,34,359,4,5,13,59279,17,MTech,0,Mid,4,8.68,0,1,1,16,1,26.991008620253375
Basic,Offline,15,233,4,3,7,322286,5,MTech,0,Top,3,9.44,2,3,0,22,1,6.826235083124927
FullStack,Offline,20,238,5,9,13,325253,8,BTech,1,Mid,3,6.3,0,3,0,13,3,3.996888575970091
FullStack,Offline,28,64,14,1,2,22816,6,PhD,0,Top,1,9.2,0,3,1,21,3,92.04067321178121
GenAI,Offline,22,88,14,1,1,284258,15,PhD,1,Mid,2,8.44,1,3,1,14,2,4.925103251271732
DataScience,Hybrid,22,235,7,9,2,168855,19,MTech,0,Startup,2,8.42,0,1,1,11,1,6.514465073583844
Advanced,Hybrid,29,182,14,2,5,130297,1,PhD,1,Mid,1,5.94,1,3,1,13,2,9.977205921855454
DataScience,Hybrid,12,125,12,7,9,22265,13,PhD,1,Mid,2,9.06,2,3,0,13,1,58.38760386256457
Basic,Offline,32,148,14,6,8,283965,4,BTech,1,Mid,2,7.62,1,3,0,3,2,1.0564682267180816
Basic,Offline,15,152,14,3,3,159645,8,MTech,1,Mid,3,5.61,2,2,0,12,0,7.516677628488209
DataScience,Online,26,344,9,2,5,371317,13,MTech,0,Top,2,9.37,0,1,1,13,1,3.5010516620569487
Advanced,Hybrid,23,108,7,7,6,296601,8,PhD,0,Startup,4,9.71,0,2,1,4,2,1.3486131199827378
DataScience,Online,7,384,11,6,12,203464,5,PhD,1,Startup,3,6.13,1,1,0,23,0,11.304211064365195
Basic,Online,5,462,11,2,14,295365,18,BTech,1,Mid,2,6.35,0,2,0,17,2,5.755590540517664
DataScience,Online,33,359,4,9,4,346700,7,MTech,0,Top,4,7.29,2,2,1,19,0,5.4802422843957315
FullStack,Offline,26,305,4,9,8,129554,9,BTech,0,Mid,3,9.54,0,2,1,13,2,10.03442579928061
GenAI,Online,15,130,8,8,13,309268,3,MTech,1,Mid,4,9.49,2,2,0,5,0,1.616720772921867
FullStack,Offline,16,458,12,9,9,318079,5,PhD,1,Startup,3,9.55,1,3,0,17,2,5.344584207068055
Advanced,Online,32,379,4,2,2,176849,5,PhD,1,Top,3,7.26,0,1,0,16,1,9.047266311938435
GenAI,Offline,14,167,14,6,13,375711,2,PhD,0,Mid,1,5.8,0,1,1,17,1,4.524754398992843
Basic,Online,23,193,14,2,3,300658,13,MTech,0,Startup,3,6.38,2,1,0,10,-1,3.3260382228312566
DataScience,Online,7,289,10,8,2,87816,14,PhD,0,Mid,4,7.03,1,1,1,20,0,22.774892958003097
DataScience,Online,34,58,9,1,10,89660,16,PhD,0,Top,1,7.82,1,3,1,15,2,16.729868391701988
DataScience,Online,10,91,10,2,13,307294,6,BTech,0,Top,3,5.65,0,1,0,18,1,5.857582640728423
DataScience,Offline,7,125,11,8,3,82665,11,PhD,1,Top,2,6.34,2,1,1,13,-1,15.726123510554649
Basic,Online,3,250,12,7,11,141396,3,BTech,0,Mid,1,6.11,1,3,1,7,2,4.950635095759427
DataScience,Offline,19,203,9,9,3,45899,14,MTech,0,Top,4,8.43,0,1,1,17,1,37.037843961742084
Advanced,Online,18,70,13,5,11,156156,4,MTech,0,Mid,4,6.31,0,3,1,13,3,8.325008325008325
FullStack,Offline,11,435,8,5,5,291124,17,BTech,1,Mid,1,8.56,1,2,1,11,1,3.77845866366222
DataScience,Offline,25,297,8,2,7,90383,6,BTech,0,Mid,2,8.7,2,3,0,14,1,15.489638538220683
Advanced,Online,21,320,7,5,5,132894,4,PhD,1,Mid,1,8.21,1,3,1,19,2,14.297108974069559
GenAI,Offline,12,443,14,2,3,30829,15,MTech,0,Startup,4,9.27,1,3,1,21,2,68.11768140387298
Advanced,Offline,24,174,4,3,4,179303,8,BTech,0,Top,4,6.64,1,3,1,9,2,5.01943637306682
GenAI,Online,17,358,5,3,1,389766,14,PhD,0,Startup,2,5.65,2,3,1,6,1,1.5393851695632763
GenAI,Hybrid,23,457,8,1,9,63586,10,BTech,0,Top,3,5.41,0,1,1,17,1,26.735444909256756
DataScience,Online,3,82,3,7,1,49598,2,BTech,1,Startup,1,6.0,2,1,1,4,-1,8.064841324246945
FullStack,Online,2,462,7,2,11,248268,2,MTech,1,Top,4,7.31,0,3,0,6,3,2.4167431968679005
FullStack,Offline,16,417,10,2,6,99724,12,BTech,1,Startup,3,8.56,2,2,0,9,0,9.02490874814488
FullStack,Online,6,310,14,3,7,290640,5,MTech,0,Top,4,6.31,0,2,1,24,2,8.257638315441783
Basic,Offline,2,339,13,4,11,92513,3,MTech,1,Mid,2,6.24,2,3,1,20,1,21.618583334234106
GenAI,Hybrid,26,227,3,3,12,240468,12,MTech,0,Top,3,5.94,0,1,1,24,1,9.98053795099556
Advanced,Online,8,363,5,1,14,263781,1,BTech,0,Startup,2,6.24,0,1,0,13,1,4.928330698571921
DataScience,Offline,17,376,9,7,2,54652,13,PhD,1,Mid,4,6.22,1,3,1,15,2,27.44638805533192
GenAI,Online,27,71,13,2,14,221725,16,MTech,0,Mid,2,7.22,1,2,1,9,1,4.059082196414478
FullStack,Hybrid,7,207,3,8,11,126341,2,PhD,1,Mid,2,6.7,1,3,1,22,2,17.413191283906254
Basic,Hybrid,12,384,10,9,8,24815,8,MTech,1,Top,2,5.21,2,1,0,17,-1,68.50695144066088
GenAI,Online,25,160,8,4,11,240304,10,MTech,0,Mid,3,9.15,1,2,1,19,1,7.9066515746720825
FullStack,Online,5,436,7,9,4,299532,3,BTech,1,Startup,2,5.25,2,1,1,23,-1,7.678645353417998
Basic,Offline,15,75,3,8,1,43451,1,PhD,0,Startup,1,8.07,0,2,0,16,2,36.82308807622379
Basic,Hybrid,31,296,14,7,6,360925,1,BTech,1,Startup,1,8.04,2,3,1,21,1,5.8183833206344815
Advanced,Offline,21,231,10,2,12,264431,8,PhD,1,Top,2,5.9,2,3,1,8,1,3.0253638945509413
DataScience,Hybrid,27,429,8,3,8,278074,9,MTech,0,Startup,2,6.47,0,2,0,9,2,3.2365485446320044
Basic,Offline,3,185,11,9,7,49307,14,MTech,0,Top,3,7.78,2,1,1,14,-1,28.39353438659825
Advanced,Hybrid,34,320,6,6,4,363833,13,BTech,0,Top,3,7.43,1,2,1,18,1,4.947324734150008
DataScience,Offline,24,139,8,4,11,269742,14,PhD,0,Mid,4,9.2,0,2,1,3,2,1.1121738550170162
FullStack,Online,34,360,11,7,2,287866,8,PhD,1,Mid,3,6.45,1,3,1,24,2,8.337212453016335
GenAI,Offline,24,68,4,5,1,308946,3,PhD,1,Top,2,8.58,2,3,0,4,1,1.2947246444362446
FullStack,Online,12,481,12,4,11,241137,5,PhD,1,Mid,2,6.22,2,2,0,5,0,2.073510079332496
GenAI,Online,19,415,13,9,6,306511,10,PhD,1,Mid,4,5.37,2,3,1,4,1,1.3050102606431744
FullStack,Online,21,319,3,7,4,169187,10,PhD,1,Top,4,7.09,2,1,0,19,-1,11.230177259482112
Basic,Hybrid,5,203,3,2,2,220209,15,PhD,1,Startup,1,5.36,2,1,0,15,-1,6.8117106930234455
Basic,Offline,29,415,3,5,14,149330,12,MTech,0,Startup,4,9.1,0,2,0,12,2,8.035893658340587
DataScience,Online,10,156,4,7,12,213684,8,PhD,1,Startup,3,5.08,0,1,1,20,1,9.359615132625747
FullStack,Online,16,153,5,4,12,325969,15,BTech,1,Top,4,8.53,0,1,1,10,1,3.0677763836438436
Advanced,Hybrid,10,183,12,6,14,155708,10,BTech,1,Mid,4,7.41,2,1,1,9,-1,5.780049836874149
FullStack,Online,17,401,7,2,10,378935,16,BTech,1,Startup,2,8.31,2,1,0,11,-1,2.902872524311557
FullStack,Hybrid,10,226,14,2,10,384868,8,BTech,0,Startup,4,8.36,0,2,1,24,2,6.235904258083291
GenAI,Online,9,153,3,5,6,56682,8,BTech,1,Startup,3,7.67,1,2,0,14,1,24.699199040259696
Basic,Hybrid,25,213,8,7,1,71331,8,MTech,1,Mid,3,5.7,2,1,0,20,-1,28.038300318234707
Advanced,Online,26,404,3,8,3,392926,12,BTech,1,Mid,4,8.9,0,1,1,15,1,3.817512712317332
DataScience,Hybrid,27,96,13,5,3,376277,14,MTech,1,Mid,3,7.77,2,3,0,22,1,5.846756511825065
Basic,Hybrid,15,445,13,7,7,38246,7,PhD,1,Startup,4,7.32,2,3,0,22,1,57.52235527898342
Basic,Online,31,225,11,8,2,281095,1,MTech,1,Startup,4,8.25,1,2,0,14,1,4.980522599121294
GenAI,Offline,30,78,10,9,10,101735,17,BTech,0,Startup,1,8.87,2,3,0,15,1,14.7441883324323
Advanced,Hybrid,10,366,10,8,11,34706,10,MTech,0,Startup,1,7.47,1,1,1,5,0,14.406730824641274
GenAI,Online,20,147,9,4,3,57832,4,BTech,0,Top,2,5.57,1,3,1,14,2,24.208050906072764
FullStack,Hybrid,7,151,7,8,13,157541,4,MTech,1,Startup,4,5.18,0,2,1,16,2,10.156086352124209
Advanced,Hybrid,13,175,6,9,8,321771,1,MTech,0,Startup,3,7.65,0,3,0,8,3,2.4862402143139066
Basic,Hybrid,3,353,7,3,5,254104,11,MTech,0,Startup,1,7.15,1,2,0,21,1,8.26433271416428
Basic,Hybrid,32,141,10,2,4,316533,19,MTech,0,Startup,4,5.94,1,3,0,9,2,2.8433054373477646
Advanced,Hybrid,34,141,3,9,13,231041,4,PhD,0,Mid,4,8.94,0,2,0,7,2,3.029765279755541
Advanced,Offline,7,314,8,3,14,159172,5,BTech,0,Top,1,6.92,0,2,1,4,2,2.513004799839168
DataScience,Offline,20,455,9,7,3,158091,11,MTech,0,Startup,2,7.76,1,2,1,24,1,15.181129855589502
GenAI,Hybrid,22,52,5,4,5,280886,9,MTech,0,Mid,2,6.65,1,2,1,12,1,4.272195837457189
Advanced,Offline,28,309,4,7,7,225813,13,BTech,1,Top,4,9.85,1,1,1,16,0,7.085508805958913
FullStack,Offline,20,322,9,4,13,183377,7,MTech,0,Startup,1,5.65,0,3,1,6,3,3.271947954214542
FullStack,Hybrid,17,296,3,4,4,242893,8,MTech,0,Mid,3,9.7,1,3,1,21,2,8.645782299201707
Basic,Hybrid,16,478,12,1,7,23302,17,BTech,0,Mid,1,6.26,1,3,0,11,2,47.206248390696075
GenAI,Online,4,336,10,6,5,293486,1,BTech,1,Mid,4,9.81,0,1,0,23,1,7.836830376917468
GenAI,Online,28,217,7,7,14,308122,15,BTech,0,Top,2,7.22,1,2,1,12,1,3.8945612452210487
GenAI,Offline,32,283,10,7,2,329538,11,MTech,0,Mid,4,9.78,0,2,0,12,2,3.6414616827194433
Basic,Hybrid,30,115,11,2,1,333076,2,PhD,0,Mid,1,9.59,1,1,1,12,0,3.6027813472000383
DataScience,Offline,15,302,3,4,4,144311,15,MTech,1,Startup,2,7.7,1,2,1,17,1,11.780113782040178
FullStack,Offline,22,248,3,2,3,162513,15,PhD,0,Mid,4,8.08,0,3,0,4,3,2.4613415542141244
GenAI,Hybrid,7,469,14,5,9,310361,8,BTech,1,Mid,2,8.15,2,1,1,7,-1,2.255438022174178
Advanced,Hybrid,22,86,13,2,14,347061,17,PhD,0,Top,2,5.84,2,2,1,3,0,0.8644013588389361
GenAI,Hybrid,3,175,3,9,6,98467,6,BTech,1,Top,1,8.9,2,2,0,21,0,21.326942021184763
Basic,Online,5,369,10,5,5,50531,11,MTech,1,Startup,1,6.49,0,3,1,10,3,19.78983198432645
GenAI,Hybrid,6,179,13,5,4,378550,3,MTech,1,Startup,3,6.6,1,2,0,7,1,1.8491612732796197
FullStack,Hybrid,9,397,9,2,4,199344,1,MTech,1,Startup,1,9.82,1,1,0,12,0,6.019744762822056
FullStack,Hybrid,9,422,13,2,8,258974,6,BTech,1,Startup,1,5.76,1,1,0,20,0,7.722782982075421
DataScience,Offline,24,407,13,1,1,147261,3,PhD,1,Startup,4,8.87,0,1,0,9,1,6.11159777537841
Basic,Online,12,329,4,2,10,142861,7,PhD,1,Mid,2,7.83,2,2,0,14,0,9.799735407144007
Basic,Online,12,412,14,7,10,341057,1,BTech,0,Startup,2,8.99,2,3,0,11,1,3.2252673306807953
FullStack,Offline,23,289,12,2,12,350342,15,BTech,1,Startup,1,7.31,0,3,1,8,3,2.2834829966147363
DataScience,Offline,19,482,14,4,1,265100,15,BTech,0,Top,2,6.5,0,3,0,23,3,8.675971331572992
GenAI,Online,35,181,4,8,8,244138,16,BTech,0,Startup,3,8.82,1,2,0,12,1,4.91525284879863
GenAI,Hybrid,8,284,6,2,12,109147,9,MTech,0,Top,3,6.98,0,1,0,21,1,19.24010737812308
FullStack,Offline,28,111,10,2,6,310503,4,PhD,1,Startup,4,6.52,1,1,0,7,0,2.2544065596789724
Basic,Offline,5,210,7,9,4,154864,8,MTech,0,Startup,2,9.48,2,3,0,5,1,3.2286393222440335
DataScience,Offline,25,81,10,9,9,26552,8,PhD,1,Top,4,5.86,1,2,0,14,1,52.72672491714372
DataScience,Hybrid,3,236,14,5,7,379552,2,MTech,0,Startup,4,7.67,1,3,0,16,2,4.215496163898491
DataScience,Offline,19,185,14,3,7,121651,9,BTech,1,Mid,4,5.94,1,2,1,9,1,7.398212920567854
GenAI,Online,33,388,3,1,2,357570,16,BTech,1,Top,4,9.83,0,1,0,14,1,3.9153172805324834
DataScience,Offline,23,155,14,3,13,307727,18,MTech,1,Mid,3,9.27,2,3,0,6,1,1.9497801622867021
Advanced,Hybrid,35,346,12,3,12,173880,13,BTech,1,Mid,4,8.54,2,1,0,4,-1,2.3004370830457788
Basic,Online,17,127,13,4,9,276431,10,PhD,0,Mid,4,9.83,2,3,1,24,1,8.682094265838492
GenAI,Online,8,399,7,3,14,143401,15,MTech,1,Mid,1,8.17,1,1,1,11,0,7.670797274774932
FullStack,Hybrid,27,154,8,8,14,263026,7,BTech,1,Mid,3,6.69,2,3,1,14,1,5.322667721061797
FullStack,Hybrid,29,138,14,7,9,31041,18,PhD,0,Startup,1,5.16,1,3,1,19,2,61.209368254888695
DataScience,Offline,17,313,14,9,12,93751,17,MTech,1,Mid,2,5.5,2,1,0,23,-1,24.533071647235765
DataScience,Hybrid,1,183,9,4,11,342692,10,BTech,0,Mid,4,9.11,1,1,1,20,0,5.83614440955727
Basic,Online,24,292,12,2,6,123299,9,BTech,1,Startup,2,7.28,2,1,0,14,-1,11.354512202045434
Advanced,Offline,12,103,8,1,4,285685,18,BTech,1,Top,2,5.72,1,2,1,15,1,5.250538180163467
FullStack,Online,7,366,8,6,14,123659,17,PhD,1,Startup,4,7.92,1,1,0,15,0,12.130132056704323
GenAI,Offline,14,253,6,3,1,179669,16,BTech,0,Top,3,5.39,0,2,0,10,2,5.56579042572731
GenAI,Offline,25,121,7,1,10,295094,15,PhD,0,Startup,3,9.52,0,1,0,12,1,4.0665008437989245
GenAI,Offline,24,312,8,5,5,238148,11,MTech,1,Mid,1,8.32,1,2,0,8,1,3.3592555889614863
Basic,Offline,16,269,4,1,5,205452,17,PhD,1,Startup,2,5.89,0,2,1,11,2,5.354048634230867
DataScience,Hybrid,5,386,5,6,6,291619,11,MTech,1,Mid,1,8.36,1,1,0,19,0,6.51535050871171
Advanced,Offline,32,118,11,8,11,23606,5,MTech,1,Startup,2,8.88,2,3,0,4,1,16.944844531051427
